"package";"bundle";"main_object";"role";"description_bundle";"source";"variables";"auxiliary_files";"n";"k";"has_geometry";"has_coordinates";"coordinate_columns";"has_multiple_x";"candidate_x_variables";"candidate_y_variables";"target_status";"formula_text";"has_referenced_paper";"paper_doi";"paper_title";"paper_use_summary";"paper_model_keywords";"paper_formula_or_equation";"paper_variables_used";"paper_related_datasets";"paper_reference_evidence";"paper_evidence_status";"has_place_name_if_no_geometry";"place_name_columns";"datetime_columns";"theme";"analytical_group";"linked_datasets";"group_has_y";"group_y_variables";"group_x_variables";"duplicate_key";"duplicate_status"
"MASS";"michelson";"michelson";"response_table";"Michelson's Speed of Light Data";"A.J. Weekes (1986) _A Genstat Primer._ Edward Arnold. S. M. Stigler (1977) Do robust estimators work with real data? _Annals of Statistics_ *5*, 1055-1098.";"Speed, Run, Expt";"";100;3;"No";"No";"";"No";"";"Speed, Run, Expt";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::michelson";"michelson";"Yes";"Speed, Run, Expt";"";"michelson::michelsonsspeedoflightdata";"unique"
"MASS";"minn38";"minn38";"observation_table";"Minnesota High School Graduates of 1938";"From R. L. Plackett, (1974) _The Analysis of Categorical Data._ London: Griffin who quotes the data from Hoyt, C. J., Krishnaiah, P. R. and Torrance, E. P. (1959) Analysis of complex contingency tables, _J. Exp. Ed._ *27*, 187-194.";"hs, phs, fol, sex, f";"";168;5;"No";"No";"";"Yes";"hs, phs, fol, sex, f";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::minn38";"minn38";"No";"";"hs, phs, fol, sex, f";"minn38::minnesotahighschoolgraduatesof1938";"unique"
"MASS";"motors";"motors";"observation_table";"Accelerated Life Testing of Motorettes";"Kalbfleisch, J. D. and Prentice, R. L. (1980) _The Statistical Analysis of Failure Time Data._ New York: Wiley. taken from Nelson, W. D. and Hahn, G. J. (1972) Linear regression of a regression relationship from censored data. Part 1 - simple methods and their application. _Technometrics_, *14*, 247-276.";"temp, time, cens";"";40;3;"No";"No";"";"Yes";"temp, cens";"";"unknown";"";"Yes";"";"";"Models/methods detected: regression.";"regression";"Nelson, W. D. and Hahn, G. J. (1972) Linear regression of a | regression relationship from censored data. Part 1 - simple | plot(survfit(Surv(time, cens) ~ factor(temp), motors), conf.int = FALSE) | motor.wei <- survreg(Surv(time, cens) ~ temp, motors) | motor.cox <- coxph(Surv(time, cens) ~ temp, motors)";"Nelson, W., D., and, Hahn, G., J., Linear, regression, of, a, relationship, from, censored, data., Part, simple, plot, survfit, Surv, time, cens, factor, temp, motors, conf.int, FALSE, motor.wei, survreg, motor.cox, coxph";"";"Source: Kalbfleisch, J. D. and Prentice, R. L. (1980) _The Statistical Analysis of Failure Time Data._ New York: Wiley. taken from Nelson, W. D. and Hahn, G. J. (1972) Linear regression of a regression relationship from censored data. Part 1 - simple methods and their application. _Technometrics_, *14*, 247-276. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: The ‘motors’ data frame has 40 rows and 3 columns. It describes an accelerated life test at each of four temperatures of 10 motorettes, and has rather discrete times.";"formula_or_model_found";"No";"";"time";"a qualifier manuellement";"MASS::bundle::motors";"motors";"No";"";"temp, cens";"motors::acceleratedlifetestingofmotorettes";"unique"
"MASS";"muscle";"muscle";"response_table";"Effect of Calcium Chloride on Muscle Contraction in Rat Hearts";"Linder, A., Chakravarti, I. M. and Vuagnat, P. (1964) Fitting asymptotic regression curves with different asymptotes. In _Contributions to Statistics. Presented to Professor P. C. Mahalanobis on the occasion of his 70th birthday_, ed. C. R. Rao, pp. 221-228. Oxford: Pergamon Press.";"Strip, Conc, Length";"";60;3;"No";"No";"";"Yes";"Strip, Conc";"Strip, Conc, Length";"strong_name";"Yhat ~ Conc | Strip";"Yes";"";"";"Models/methods detected: regression.";"regression";"Yhat ~ Conc | Strip | asymptotic regression curves with different asymptotes. In | A <- model.matrix(~ Strip - 1, data=muscle) | rats.nls1 <- nls(log(Length) ~ cbind(A, rho^Conc), | (rats.nls2 <- nls(log(Length) ~ alpha[Strip] + beta*rho^Conc, | lattice::xyplot(Yhat ~ Conc | Strip, Muscle, as.table = TRUE,";"Yhat, Conc, Strip, asymptotic, regression, curves, with, different, asymptotes., In, A, model.matrix, muscle, rats.nls1, nls, log, Length, cbind, rho, rats.nls2, alpha, beta, lattice, xyplot, Muscle, as.table, TRUE";"";"Source: Linder, A., Chakravarti, I. M. and Vuagnat, P. (1964) Fitting asymptotic regression curves with different asymptotes. In _Contributions to Statistics. Presented to Professor P. C. Mahalanobis on the occasion of his 70th birthday_, ed. C. R. Rao, pp. 221-228. Oxford: Pergamon Press. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth Edition. Springer. || Description: The purpose of this experiment was to assess the influence of calcium in solution on the contraction of heart muscle in rats. The left auricle of 21 rat hearts was isolated and on several occasions a constant-length strip of tissue was electrically stimulated and dipped into various concentrations of calcium chloride solution, after which the shortening of the strip was accurately measured as the response.";"formula_or_model_found";"No";"";"";"a qualifier manuellement";"MASS::bundle::muscle";"muscle";"Yes";"Strip, Conc, Length";"Strip, Conc";"muscle::effectofcalciumchlorideonmusclecontractioninrathearts";"unique"
"MASS";"nlschools";"nlschools";"observation_table";"Eighth-Grade Pupils in the Netherlands";"Snijders, T. A. B. and Bosker, R. J. (1999) _Multilevel Analysis. An Introduction to Basic and Advanced Multilevel Modelling._ London: Sage.";"lang, IQ, class, GS, SES, COMB";"";2287;6;"No";"No";"";"Yes";"IQ, SES, COMB";"lang";"documented_formula";"lang ~ IQ*COMB + IQave + SES";"Yes";"";"";"";"";"lang ~ IQ*COMB + IQave + SES | nl.lme <- nlme::lme(lang ~ IQ*COMB + IQave + SES, | random = ~ IQ | class, data = nl1)";"lang, IQ, COMB, IQave, SES, nl.lme, nlme, lme, random, class, nl1";"";"Source: Snijders, T. A. B. and Bosker, R. J. (1999) _Multilevel Analysis. An Introduction to Basic and Advanced Multilevel Modelling._ London: Sage. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: Snijders and Bosker (1999) use as a running example a study of 2287 eighth-grade pupils (aged about 11) in 132 classes in 131 schools in the Netherlands. Only the variables used in our examples are supplied.";"formula_or_model_found";"No";"";"";"a qualifier manuellement";"MASS::bundle::nlschools";"nlschools";"Yes";"lang";"IQ, SES, COMB";"nlschools::eighthgradepupilsinthenetherlands";"unique"
"MASS";"npk";"npk";"response_table";"Classical N, P, K Factorial Experiment";"Imperial College, London, M.Sc. exercise sheet.";"block, N, P, K, yield";"";24;5;"No";"No";"";"Yes";"block, N, P, K";"yield";"documented_formula";"yield ~ block + N*P*K";"Yes";"";"";"Models/methods detected: lm.";"lm";"aov(yield ~ block + N*P*K, npk | aov(yield ~ block + N + K, data = npk | lm(npk.aov1 | npk.aov <- aov(yield ~ block + N*P*K, npk) | npk.aov1 <- aov(yield ~ block + N + K, data = npk) | summary.lm(npk.aov1)";"yield, block, N, P, K, npk, npk.aov1, npk.aov, summary.lm";"";"Source: Imperial College, London, M.Sc. exercise sheet. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: A classical N, P, K (nitrogen, phosphate, potassium) factorial experiment on the growth of peas conducted on 6 blocks. Each half of a fractional factorial design confounding the NPK interaction was used on 3 of the plots.";"formula_or_model_found";"No";"";"";"agronomie / agriculture";"MASS::bundle::npk";"npk";"Yes";"yield";"block, N, P, K";"npk::classicalnpkfactorialexperiment";"unique"
"MASS";"npr1";"npr1";"response_table";"US Naval Petroleum Reserve No. 1 data";"Maher, J.C., Carter, R.D. and Lantz, R.J. (1975) Petroleum geology of Naval Petroleum Reserve No. 1, Elk Hills, Kern County, California. _USGS Professional Paper_ *912*.";"x, y, perm, por";"";104;4;"Yes";"Yes";"x, y";"No";"";"perm, por";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::npr1";"npr1";"Yes";"perm, por";"";"npr1::usnavalpetroleumreserveno1data";"unique"
"MASS";"oats";"oats";"response_table";"Data from an Oats Field Trial";"Yates, F. (1935) Complex experiments, _Journal of the Royal Statistical Society Suppl._ *2*, 181-247. Also given in Yates, F. (1970) _Experimental design: Selected papers of Frank Yates, C.B.E, F.R.S._ London: Griffin.";"B, V, N, Y";"";72;4;"No";"No";"";"No";"V";"Y";"documented_formula";"Y ~ Nf*V + Error(B/V";"Yes";"";"";"";"";"aov(Y ~ Nf*V + Error(B/V | aov(Y ~ N + V + Error(B/V | oats.aov <- aov(Y ~ Nf*V + Error(B/V), data = oats, qr = TRUE) | oats.aov2 <- aov(Y ~ N + V + Error(B/V), data = oats, qr = TRUE)";"Y, Nf, V, Error, B, N, oats.aov, oats, qr, TRUE, oats.aov2";"";"Source: Yates, F. (1935) Complex experiments, _Journal of the Royal Statistical Society Suppl._ *2*, 181-247. Also given in Yates, F. (1970) _Experimental design: Selected papers of Frank Yates, C.B.E, F.R.S._ London: Griffin. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: The yield of oats from a split-plot field trial using three varieties and four levels of manurial treatment. The experiment was laid out in 6 blocks of 3 main plots, each split into 4 sub-plots. The varieties were applied to the main plots and the manurial treatments to the sub-plots.";"formula_or_model_found";"No";"";"";"a qualifier manuellement";"MASS::bundle::oats";"oats";"Yes";"Y";"V";"oats::datafromanoatsfieldtrial";"unique"
"MASS";"painters";"painters";"observation_table";"The Painter's Data of de Piles";"A. J. Weekes (1986) _A Genstat Primer._ Edward Arnold. M. Davenport and G. Studdert-Kennedy (1972) The statistical analysis of aesthetic judgement: an exploration. _Applied Statistics_ *21*, 324-333. I. T. Jolliffe (1986) _Principal Component Analysis._ Springer.";"Composition, Drawing, Colour, Expression, School";"";54;5;"No";"No";"";"Yes";"Composition, Drawing, Colour, Expression, School";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::painters";"painters";"No";"";"Composition, Drawing, Colour, Expression, School";"painters::thepaintersdataofdepiles";"unique"
"MASS";"petrol";"petrol";"response_table";"N. L. Prater's Petrol Refinery Data";"N. H. Prater (1956) Estimate gasoline yields from crudes. _Petroleum Refiner_ *35*, 236-238. This dataset is also given in D. J. Hand, F. Daly, K. McConway, D. Lunn and E. Ostrowski (eds) (1994) _A Handbook of Small Data Sets._ Chapman & Hall.";"No, SG, VP, V10, EP, Y";"";32;6;"No";"No";"";"Yes";"SG, VP, V10, EP";"Y";"documented_formula";"Y ~ SG + VP + V10 + EP";"Yes";"";"";"Models/methods detected: anova.";"anova";"Y ~ SG + VP + V10 + EP | Y ~ V10 + EP | pet3.lme <- lme(Y ~ SG + VP + V10 + EP, | random = ~ 1 | No, data = Petrol) | pet4.lme <- update(pet3.lme, fixed. = Y ~ V10 + EP) | anova(pet4.lme, pet3.lme)";"Y, SG, VP, V10, EP, pet3.lme, lme, random, No, Petrol, pet4.lme, update, fixed., anova";"";"Source: N. H. Prater (1956) Estimate gasoline yields from crudes. _Petroleum Refiner_ *35*, 236-238. This dataset is also given in D. J. Hand, F. Daly, K. McConway, D. Lunn and E. Ostrowski (eds) (1994) _A Handbook of Small Data Sets._ Chapman & Hall. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: The yield of a petroleum refining process with four covariates. The crude oil appears to come from only 10 distinct samples. These data were originally used by Prater (1956) to build an estimation equation for the yield of the refining process of crude oil to gasoline.";"formula_or_model_found";"No";"";"";"a qualifier manuellement";"MASS::bundle::petrol";"petrol";"Yes";"Y";"SG, VP, V10, EP";"petrol::nlpraterspetrolrefinerydata";"unique"
"MASS";"phones";"phones";"observation_table";"Belgium Phone Calls 1950-1973";"P. J. Rousseeuw and A. M. Leroy (1987) _Robust Regression & Outlier Detection._ Wiley.";"year, calls";"";24;2;"No";"No";"";"No";"calls";"";"unknown";"";"Yes";"";"";"Models/methods detected: regression.";"regression";"P. J. Rousseeuw and A. M. Leroy (1987) _Robust Regression &";"P., J., Rousseeuw, and, A., M., Leroy, Robust, Regression";"";"Source: P. J. Rousseeuw and A. M. Leroy (1987) _Robust Regression & Outlier Detection._ Wiley. || References: Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer. || Description: A list object with the annual numbers of telephone calls, in Belgium. The components are: ‘year’ last two digits of the year. ‘calls’ number of telephone calls made (in millions of calls).";"formula_or_model_found";"No";"";"year";"a qualifier manuellement";"MASS::bundle::phones";"phones";"No";"";"calls";"phones::belgiumphonecalls19501973";"unique"
"MASS";"quine";"quine";"observation_table";"Absenteeism from School in Rural New South Wales";"S. Quine, quoted in Aitkin, M. (1978) The analysis of unbalanced cross classifications (with discussion). _Journal of the Royal Statistical Society series A_ *141*, 195-223.";"Eth, Sex, Age, Lrn, Days";"";146;5;"No";"No";"";"Yes";"Eth, Sex, Age, Lrn";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"Days";"a qualifier manuellement";"MASS::bundle::quine";"quine";"No";"";"Eth, Sex, Age, Lrn";"quine::absenteeismfromschoolinruralnewsouthwales";"unique"
"MASS";"road";"road";"observation_table";"Road Accident Deaths in US States";"Imperial College, London M.Sc. exercise";"deaths, drivers, popden, rural, temp, fuel";"";26;6;"No";"No";"";"Yes";"drivers, rural, temp, fuel";"deaths, popden";"strong_name";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"";"environnement / climat";"MASS::bundle::road";"road";"Yes";"deaths, popden";"drivers, rural, temp, fuel";"road::roadaccidentdeathsinusstates";"unique"
"MASS";"rotifer";"rotifer";"observation_table";"Numbers of Rotifers by Fluid Density";"D. Collett (1991) _Modelling Binary Data._ Chapman & Hall. p. 217";"density, pm.y, pm.tot, kc.y, kc.tot";"";20;5;"No";"No";"";"Yes";"density, pm.y, pm.tot, kc.y, kc.tot";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"";"sante / epidemiologie";"MASS::bundle::rotifer";"rotifer";"No";"";"density, pm.y, pm.tot, kc.y, kc.tot";"rotifer::numbersofrotifersbyfluiddensity";"unique"
"MASS";"ships";"ships";"observation_table";"Ships Damage Data";"P. McCullagh and J. A. Nelder, (1983), _Generalized Linear Models._ Chapman & Hall, section 6.3.2, page 137";"type, year, period, service, incidents";"";40;5;"No";"No";"";"Yes";"type, service, incidents";"";"unknown";"";"No";"";"";"";"";"";"";"";"";"rd_reference_only";"No";"";"year, period";"a qualifier manuellement";"MASS::bundle::ships";"ships";"No";"";"type, service, incidents";"ships::shipsdamagedata";"unique"
"MASS";"shoes";"shoes";"observation_table";"Shoe wear data of Box, Hunter and Hunter";"G. E. P. Box, W. G. Hunter and J. S. Hunter (1978) _Statistics for Experimenters._ Wiley, p. 100";"A, B";"";10;2;"No";"No";"";"Yes";"A, B";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::shoes";"shoes";"No";"";"A, B";"shoes::shoeweardataofboxhunterandhunter";"unique"
"MASS";"shuttle";"shuttle";"observation_table";"Space Shuttle Autolander Problem";"D. Michie (1989) Problems of computer-aided concept formation. In _Applications of Expert Systems 2_, ed. J. R. Quinlan, Turing Institute Press / Addison-Wesley, pp. 310-333.";"stability, error, sign, wind, magn, vis, use";"";256;7;"No";"No";"";"Yes";"stability, error, sign, wind, magn, vis, use";"";"unknown";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S._ Fourth edition. Springer.";"rd_reference_only";"No";"";"";"a qualifier manuellement";"MASS::bundle::shuttle";"shuttle";"No";"";"stability, error, sign, wind, magn, vis, use";"shuttle::spaceshuttleautolanderproblem";"unique"
"MASS";"snails";"snails";"response_table";"Snail Mortality Data";"Zoology Department, The University of Adelaide.";"Species, Exposure, Rel.Hum, Temp, Deaths, N";"";96;6;"No";"No";"";"Yes";"Exposure, Rel.Hum, Temp, N";"Species, Deaths";"strong_name";"";"Yes";"";"";"";"";"";"";"";"Venables, W. N. and Ripley, B. D. (2002) _Modern Applied Statistics with S-PLUS._ Fourth Edition. Springer.";"rd_reference_only";"No";"";"";"sante / epidemiologie";"MASS::bundle::snails";"snails";"Yes";"Species, Deaths";"Exposure, Rel.Hum, Temp, N";"snails::snailmortalitydata";"unique"
